,predicted_value,ground_truth
0,51.450726,37.0
1,15.120076,13.5
2,5.779588,9.5202
3,16.775677,21.0
4,8.571482,8.9
5,6.061154,8.9747
6,16.584827,22.601
7,19.25866,23.948
8,11.968348,10.5
9,27.62475,30.66
10,21.77751,20.65
11,14.804591,15.6
12,12.728911,15.0
13,11.242119,12.81
14,7.654005,8.2
15,30.385592,34.0068
16,45.10318,27.0
17,12.187332,13.8
18,26.477154,22.4367
19,12.567588,18.2177
20,46.391422,24.0
21,42.664265,42.5
22,8.913895,7.66
23,41.210636,26.1465
24,12.534544,17.9
25,21.38984,18.0
26,33.017254,26.0
27,11.070664,9.4
28,7.5867386,10.6927
29,14.751955,14.3
30,14.091239,17.2
31,10.023848,10.67
32,14.391325,11.6
33,13.017488,14.91
34,10.161795,12.25
35,14.2686,14.18
36,20.125338,20.56
37,13.0476,19.2
38,23.014694,29.02
39,12.231968,16.0
40,9.517109,13.78
41,11.158318,9.2
42,12.909049,16.66
43,5.9197974,12.9
44,8.1680155,12.3477
45,10.420279,11.83
46,13.307794,13.75
47,14.939627,10.46
48,12.625676,11.8
49,7.4150987,7.26
50,17.335213,12.6
51,12.003266,18.2
52,15.755704,13.33
53,11.825918,16.88
54,10.816551,15.04
55,12.041029,11.2
56,15.498407,15.27
57,9.188762,16.3943
