,predicted_value,ground_truth
0,9.28866,13.75
1,27.980768,15.3
2,24.364923,27.5975
3,7.9021006,9.2081
4,7.726317,17.2
5,9.621427,9.7201
6,10.599691,13.9
7,10.82211,11.07
8,19.334112,14.2
9,24.041653,15.42
10,9.669386,10.25
11,11.90954,16.13
12,19.33933,23.0
13,18.15335,22.48
14,34.766758,32.0
15,24.747488,20.04
16,13.516629,17.83
17,8.665475,15.1
18,8.363366,11.32
19,7.655152,8.3203
20,30.604872,20.33
21,11.317509,13.12
22,12.073249,14.25
23,34.169815,39.0
24,26.079403,18.1547
25,12.910763,12.76
26,7.426762,8.2656
27,8.213599,14.76
28,32.523933,30.08
29,9.489539,10.37
30,9.141056,10.76
31,15.81408,21.0
32,10.33961,14.653
33,7.605802,11.92
34,14.178183,16.55
35,14.822025,18.7379
36,11.172592,12.66
37,10.018704,12.4
38,12.267617,13.8097
39,17.623278,13.28
40,44.7057,27.0
41,26.15751,17.0
42,25.803408,39.2526
43,30.94793,23.0
44,7.4219575,9.1068
45,10.31476,12.15
46,14.442175,15.8
47,8.633761,10.99
48,8.889421,9.23
49,16.421797,12.64
50,10.508375,12.2
51,12.598866,12.09
52,7.2341447,8.2
53,9.996098,9.8
54,17.222116,22.0479
55,39.98371,26.0
56,21.679657,14.8
57,10.857558,9.5
