,predicted_value,ground_truth
0,14.339922,15.82
1,14.452368,14.1
2,11.153335,10.86
3,24.63264,23.0
4,31.507793,30.0
5,23.824598,16.55
6,11.914006,17.3
7,10.956076,6.47
8,25.507664,23.1
9,12.03103,8.2
10,12.306418,12.81
11,12.06357,15.35
12,10.313602,12.4
13,11.454642,11.178
14,12.57695,15.92
15,14.819447,13.8
16,27.506954,27.0
17,11.982813,14.25
18,14.423438,10.0
19,19.915836,20.65
20,11.940457,11.55
21,11.679713,12.04
22,14.571896,14.8
23,11.254564,18.2
24,9.488726,9.5202
25,13.696667,9.41
26,13.915422,13.12
27,21.102919,10.82
28,16.216166,9.97
29,11.554225,12.8
30,20.561304,15.0253
31,11.446757,12.2
32,10.166312,9.23
33,22.064394,30.78
34,12.247376,14.8
35,13.541757,16.5
36,11.540673,17.8
37,27.683264,27.0
38,11.900346,9.66
39,13.812434,13.18
40,13.415684,10.4668
41,30.561808,22.0
42,19.223425,14.0
43,10.890909,8.82
44,29.262438,44.2
45,10.721127,9.2
46,33.29662,33.0
47,14.922435,18.59
48,23.058493,21.0
49,15.229951,14.37
50,27.093534,21.0
51,25.763577,28.0
52,10.821509,11.81
53,25.395502,24.83
54,18.6894,17.36
55,22.316801,18.1383
56,31.566628,42.0
57,19.970118,22.77
