,predicted_value,ground_truth
0,17.231026,23.65
1,10.808428,8.5
2,22.502129,17.4
3,9.280037,11.8
4,15.592623,15.27
5,13.055819,9.69
6,16.037008,13.6
7,13.640884,12.9
8,11.439128,8.9363
9,34.449913,26.0
10,14.188214,15.53
11,13.44385,14.25
12,13.257745,12.49
13,16.612719,13.628
14,13.820025,17.0
15,10.710966,14.653
16,12.292342,8.88
17,15.516156,15.82
18,17.213394,21.33
19,22.995464,17.4
20,9.047162,7.66
21,12.181059,12.92
22,10.169963,9.75
23,14.221095,12.76
24,13.5525255,13.8
25,12.994003,9.82
26,22.846338,23.0
27,13.642959,18.7379
28,31.794394,46.0
29,10.256593,12.58
30,12.571047,13.77
31,11.7070875,10.52
32,12.285477,17.8
33,17.982494,14.8
34,10.260215,12.09
35,9.853838,7.19
36,14.464277,9.73
37,25.711006,27.0
38,19.590897,18.3
39,12.278877,10.46
40,15.28582,21.0
41,14.975707,11.55
42,28.935373,39.3949
43,22.954876,28.0
44,13.100637,10.9
45,14.215806,16.6
46,12.060567,9.23
47,12.808213,14.2
48,9.187172,11.8816
49,20.224442,32.0
50,13.818397,14.29
51,20.299234,16.1
52,37.69987,33.0
53,20.214764,20.0
54,14.913644,13.6
55,12.281398,11.0
56,20.966623,22.77
57,24.124146,20.33
