,predicted_value,ground_truth
0,8.48998,13.75
1,15.217999,15.3
2,20.86592,27.5975
3,8.578425,9.2081
4,10.0007305,17.2
5,8.393636,9.7201
6,9.143344,13.9
7,8.031115,11.07
8,26.860281,14.2
9,17.994995,15.42
10,8.663344,10.25
11,18.79932,16.13
12,26.84272,23.0
13,25.503185,22.48
14,25.087688,32.0
15,17.074884,20.04
16,24.211409,17.83
17,9.067619,15.1
18,7.3173156,11.32
19,8.716623,8.3203
20,24.004066,20.33
21,6.6652627,13.12
22,17.38847,14.25
23,29.273617,39.0
24,26.935528,18.1547
25,10.089114,12.76
26,10.63994,8.2656
27,12.148317,14.76
28,37.5148,30.08
29,13.256808,10.37
30,22.393044,10.76
31,15.829991,21.0
32,8.794198,14.653
33,20.90817,11.92
34,20.501705,16.55
35,20.271034,18.7379
36,8.500683,12.66
37,11.719105,12.4
38,40.76567,13.8097
39,17.346943,13.28
40,48.945095,27.0
41,18.700594,17.0
42,27.625658,39.2526
43,34.92547,23.0
44,8.812228,9.1068
45,9.458006,12.15
46,17.615147,15.8
47,9.161025,10.99
48,8.648785,9.23
49,12.338193,12.64
50,12.8793745,12.2
51,9.848393,12.09
52,6.8664994,8.2
53,11.242409,9.8
54,27.17089,22.0479
55,28.681479,26.0
56,11.266842,14.8
57,8.088574,9.5
