,predicted_value,ground_truth
0,46.48061,45.0
1,85.29555,79.0
2,72.71989,70.0
3,20.506596,26.0
4,82.593956,78.0
5,79.285515,82.0
6,59.067,65.0
7,82.385864,72.0
8,76.03324,71.0
9,35.624428,30.0
10,46.96012,44.0
11,62.67382,64.0
12,38.25256,32.0
13,59.896965,68.0
14,75.79109,74.0
15,69.19517,59.0
16,67.55445,63.0
17,91.14382,86.0
18,77.15843,77.0
19,32.667614,41.0
20,49.032116,48.0
21,95.22205,77.0
22,81.451996,80.0
23,64.969894,61.0
24,51.424152,55.0
25,83.37826,87.0
26,67.121216,62.0
27,54.773685,66.0
28,51.709263,41.0
29,43.994205,53.0
30,85.034676,73.0
31,71.057915,81.0
32,78.55147,83.0
33,37.572712,22.0
34,74.69274,79.0
35,66.27657,66.0
36,50.052776,53.0
37,40.407433,38.0
38,87.98785,78.0
39,80.940414,69.0
40,89.9627,80.0
41,68.25312,60.0
42,48.584312,51.0
