,predicted_value,ground_truth
0,75.33537,85.0
1,67.88508,76.0
2,77.53781,76.0
3,57.6497,63.0
4,59.55755,59.0
5,67.9208,67.0
6,55.105145,47.0
7,73.24132,78.0
8,82.279434,85.0
9,34.39444,43.0
10,76.13669,72.0
11,63.99527,63.0
12,77.96773,79.0
13,69.03705,72.0
14,40.931145,34.0
15,78.06089,83.0
16,49.850517,41.0
17,58.09029,58.0
18,62.776047,68.0
19,73.93831,65.0
20,70.6987,79.0
21,69.665634,75.0
22,45.869556,39.0
23,38.755974,24.0
24,78.346886,70.0
25,78.180916,80.0
26,74.92482,82.0
27,37.55559,26.0
28,82.12871,80.0
29,59.944702,52.0
30,38.1066,31.0
31,56.964523,50.0
32,70.76309,71.0
33,79.31813,82.0
34,53.73591,61.0
35,65.13185,56.0
36,54.03759,53.0
37,47.621197,46.0
38,77.041885,84.0
39,72.742004,66.0
40,61.19175,69.0
41,53.76945,48.0
42,40.996376,37.0
