,predicted_value,ground_truth
0,38.815308,45.0
1,87.40435,79.0
2,66.53593,70.0
3,23.473543,26.0
4,69.13464,78.0
5,84.947174,82.0
6,58.425728,65.0
7,75.35317,72.0
8,80.87805,71.0
9,28.740406,30.0
10,44.612125,44.0
11,70.74675,64.0
12,37.514202,32.0
13,56.287743,68.0
14,78.25576,74.0
15,55.647457,59.0
16,62.917812,63.0
17,86.41571,86.0
18,70.85657,77.0
19,31.019945,41.0
20,43.42722,48.0
21,85.681404,77.0
22,79.46363,80.0
23,61.020245,61.0
24,46.904686,55.0
25,82.659386,87.0
26,70.29353,62.0
27,54.59046,66.0
28,44.6457,41.0
29,42.876713,53.0
30,78.20943,73.0
31,71.33143,81.0
32,76.20134,83.0
33,34.339783,22.0
34,66.79452,79.0
35,62.67295,66.0
36,48.427612,53.0
37,46.763615,38.0
38,86.095245,78.0
39,75.82857,69.0
40,91.9655,80.0
41,72.77688,60.0
42,43.957886,51.0
