,predicted_value,ground_truth
0,53.750156,46.0
1,62.482407,52.0
2,51.056767,40.0
3,80.60223,85.0
4,76.70527,71.0
5,27.654034,19.0
6,81.01344,77.0
7,75.03528,75.0
8,59.02515,64.0
9,45.573036,48.0
10,69.71828,69.0
11,81.09464,80.0
12,48.76009,47.0
13,69.39892,70.0
14,52.19436,52.0
15,81.966,75.0
16,71.05874,77.0
17,70.80436,79.0
18,35.00829,28.0
19,62.553127,56.0
20,71.43045,81.0
21,79.45612,85.0
22,63.098507,58.0
23,40.768513,34.0
24,38.654327,41.0
25,76.78965,78.0
26,74.70054,73.0
27,44.512486,37.0
28,77.45095,68.0
29,63.28392,66.0
30,70.2091,72.0
31,67.42748,63.0
32,62.147358,62.0
33,54.1082,48.0
34,67.71293,67.0
35,57.209694,35.0
36,65.44548,65.0
37,66.70601,68.0
38,57.454838,61.0
39,58.8228,60.0
40,78.530685,83.0
41,47.830647,37.0
42,78.221344,79.0
