,predicted_value,ground_truth
0,86.53579,85.0
1,36.949856,26.0
2,36.936977,49.0
3,61.34447,66.0
4,57.14716,54.0
5,72.4823,76.0
6,82.04777,87.0
7,85.34741,82.0
8,63.68386,61.0
9,67.95554,68.0
10,25.829138,26.0
11,36.606415,40.0
12,74.51545,71.0
13,41.38142,48.0
14,69.051926,69.0
15,75.63298,80.0
16,55.279926,58.0
17,45.52609,41.0
18,65.508156,66.0
19,94.08927,76.0
20,65.03903,56.0
21,30.621368,47.0
22,76.83899,78.0
23,80.4035,72.0
24,55.45384,61.0
25,66.51269,65.0
26,76.64432,70.0
27,76.13777,79.0
28,42.45101,54.0
29,73.34614,73.0
30,72.011925,63.0
31,26.470459,29.0
32,34.23514,46.0
33,90.73111,80.0
34,60.443085,63.0
35,75.742195,75.0
36,78.80906,79.0
37,39.193306,38.0
38,34.725178,35.0
39,88.16861,81.0
40,89.64463,84.0
41,61.13823,59.0
42,73.07492,78.0
