,predicted_value,ground_truth
0,55.692112,51.0
1,59.983303,53.0
2,72.99924,80.0
3,61.423004,60.0
4,67.19595,76.0
5,50.97598,41.0
6,81.24917,79.0
7,82.45901,82.0
8,40.351295,28.0
9,57.7742,56.0
10,28.96802,37.0
11,80.192726,72.0
12,44.151085,44.0
13,83.027435,68.0
14,68.14445,75.0
15,56.191875,58.0
16,73.19984,78.0
17,68.8837,62.0
18,50.508343,62.0
19,68.07944,71.0
20,57.125675,67.0
21,37.19685,34.0
22,38.99679,39.0
23,47.087307,41.0
24,71.718575,69.0
25,74.02649,83.0
26,68.311455,69.0
27,46.090725,33.0
28,72.7198,64.0
29,28.142277,19.0
30,63.833412,63.0
31,77.49141,87.0
32,77.69664,87.0
33,40.26797,44.0
34,59.02047,51.0
35,58.8872,54.0
36,84.84882,77.0
37,64.251114,66.0
38,64.24159,73.0
39,67.13469,68.0
40,89.35502,78.0
41,62.16672,65.0
42,68.46594,79.0
