,predicted_value,ground_truth
0,59.10464,66.0
1,33.289394,24.0
2,34.180267,41.0
3,66.686066,63.0
4,46.364838,56.0
5,73.670586,78.0
6,70.240746,76.0
7,71.44575,79.0
8,42.80679,70.0
9,43.38381,47.0
10,79.60884,86.0
11,66.7193,80.0
12,26.856173,24.0
13,68.76756,71.0
14,66.57775,72.0
15,87.99964,85.0
16,64.49291,68.0
17,73.87937,79.0
18,55.99473,48.0
19,34.583534,37.0
20,45.54817,54.0
21,22.503687,36.0
22,32.59751,32.0
23,70.61548,72.0
24,78.81943,80.0
25,80.89585,84.0
26,68.955086,71.0
27,56.50748,44.0
28,71.095474,81.0
29,45.726166,48.0
30,59.377407,69.0
31,58.0198,60.0
32,30.688055,29.0
33,65.93291,77.0
34,58.901073,64.0
35,44.87373,42.0
36,58.19738,62.0
37,64.16514,65.0
38,37.395298,53.0
39,50.81667,57.0
40,67.21346,67.0
41,79.12531,74.0
42,64.32893,68.0
