,predicted_value,ground_truth
0,3.1768882,9.25
1,19.727343,12.75
2,17.212204,13.9
3,17.296408,13.41
4,12.379309,14.79
5,10.996869,11.32
6,9.417141,11.66
7,16.913464,13.33
8,4.0737348,11.03
9,23.387316,17.3
10,20.493166,10.4
11,13.463873,7.0
12,5.4531054,9.97
13,10.198881,12.44
14,15.775029,12.77
15,19.45503,12.6
16,24.849075,18.0
17,7.1486115,8.82
18,20.111956,15.3
19,15.526715,14.18
20,4.428913,9.4
21,14.274093,15.95
22,9.68849,12.07
23,8.5304365,12.2
24,26.534956,18.7379
25,13.259514,11.92
26,18.145239,14.38
27,14.992317,10.79
28,27.821815,17.9
29,13.581297,16.88
30,11.0833025,9.41
31,17.315954,17.4
32,25.200172,16.93
33,12.390666,10.29
34,9.067041,10.83
35,13.274567,15.6
36,17.488197,16.6
37,10.044794,13.72
38,5.8052845,8.2464
39,17.404234,13.3
40,8.001826,14.0
41,14.823487,16.5
