,predicted_value,ground_truth
0,14.808298,13.3
1,6.200186,10.64
2,9.313862,12.1
3,14.568324,15.8
4,11.771898,15.0
5,14.722189,13.6
6,16.298754,17.36
7,12.986288,9.2
8,21.766024,18.9
9,4.2469096,10.2218
10,11.339483,10.74
11,24.871426,14.41
12,11.803358,16.0
13,18.434511,11.92
14,5.90582,9.73
15,7.6532154,14.0
16,19.946993,12.25
17,7.03182,8.04
18,6.8990893,17.8
19,8.652614,12.8
20,17.681862,16.6
21,7.604822,9.44
22,19.154333,15.28
23,15.4681425,14.2
24,14.156359,11.25
25,19.958693,14.2
26,5.7415686,8.86
27,4.541681,12.3477
28,19.467548,15.6
29,29.095625,18.1547
30,7.449745,9.21
31,4.5320673,11.0
32,23.948404,19.66
33,14.419321,17.0705
34,10.324289,10.0
35,9.884943,8.88
36,18.809792,16.0986
37,14.672149,13.0
38,11.541514,10.69
39,6.037591,11.8816
40,7.7204566,15.0
41,17.483944,13.8
