,predicted_value,ground_truth
0,14.402622,13.18
1,21.307392,14.1
2,13.115111,9.5
3,15.01048,16.9
4,12.481542,10.96
5,15.518381,12.4
6,10.857166,12.8
7,17.062607,9.9548
8,12.984449,12.81
9,10.272469,13.6
10,20.142792,16.55
11,12.629301,12.15
12,10.837312,7.29
13,10.729191,11.178
14,13.681382,11.69
15,11.673607,9.41
16,10.137119,8.87
17,15.567373,16.104
18,11.785413,10.52
19,15.102974,19.228
20,14.897135,8.88
21,15.299397,13.88
22,9.954552,9.3149
23,13.645201,18.2
24,19.094955,19.16
25,17.35699,15.6
26,13.403242,11.8
27,15.601147,17.3
28,12.583171,10.92
29,14.725377,17.8
30,15.194643,15.53
31,13.936062,14.77
32,12.647539,8.26
33,15.868449,14.412
34,12.955785,15.0
35,15.365512,14.3
36,13.322628,10.53
37,12.283043,14.0
38,13.91299,12.23
39,12.285192,8.93
40,22.140198,18.2806
41,16.300442,15.91
