,predicted_value,ground_truth
0,15.384784,10.4
1,13.042336,11.55
2,11.025479,10.18
3,18.775024,19.7
4,15.014411,14.36
5,5.6338415,8.3203
6,22.526154,16.55
7,12.818231,16.03
8,10.481915,12.92
9,10.970043,10.79
10,15.738825,14.2
11,19.096924,17.36
12,10.887958,10.83
13,12.384828,14.412
14,11.0452585,11.9
15,18.396399,15.74
16,18.55175,16.2
17,13.894739,16.88
18,8.886629,8.2656
19,10.0589905,11.95
20,17.363392,18.2177
21,18.07008,18.9
22,8.753451,12.25
23,6.9743624,8.52
24,8.707766,9.44
25,13.146155,16.8
26,14.183096,14.8
27,8.952913,9.3
28,10.594722,13.8
29,9.606356,13.77
30,24.364357,15.5
31,12.105151,13.28
32,12.168046,12.9
33,9.0385065,11.5
34,17.221607,14.0
35,7.9210787,8.46
36,11.337173,13.6
37,16.350136,14.17
38,11.177969,12.3833
39,10.656144,12.38
40,10.004856,9.73
41,22.314281,17.2
