,predicted_value,ground_truth
0,9.584386,9.25
1,15.529707,16.13
2,10.135025,13.78
3,12.608463,7.0
4,11.638413,14.9
5,11.940149,13.1
6,11.729973,11.09
7,15.613215,19.2
8,11.714182,10.5
9,13.566813,13.8
10,21.325737,19.66
11,13.123175,12.08
12,17.222666,11.92
13,13.612916,13.6
14,13.4613085,14.2
15,15.35181,15.7
16,13.339271,16.05
17,14.133938,14.8
18,11.857244,10.0
19,10.080088,9.21
20,12.562449,13.88
21,12.354755,12.33
22,15.1516905,17.4
23,15.018421,15.35
24,11.2819195,10.8
25,14.169503,14.5
26,12.658161,12.73
27,8.5417595,10.76
28,11.448401,9.73
29,10.925593,9.7201
30,17.723614,16.9
31,13.744065,14.1
32,10.408168,12.9
33,12.226951,11.56
34,16.698343,14.37
35,18.237238,17.3
36,12.566096,12.92
37,10.999988,8.9
38,13.139334,18.0
39,9.48795,8.39
40,13.862697,11.9
41,16.37444,15.6
