,predicted_value,ground_truth
0,10.035333,12.81
1,18.89886,17.6
2,14.799896,14.8
3,15.750387,12.44
4,11.796188,11.55
5,11.389276,11.83
6,10.607095,10.67
7,15.1108055,13.8097
8,14.064754,14.3
9,15.592752,18.7379
10,11.915759,9.66
11,10.60845,12.4298
12,17.230284,16.31
13,19.274931,16.6
14,12.142912,12.66
15,15.848724,15.53
16,13.150895,10.08
17,9.557364,8.5
18,15.877474,9.15
19,20.452085,11.91
20,9.093121,7.19
21,19.001877,14.8
22,13.657689,13.22
23,14.433706,14.44
24,14.953327,15.95
25,16.81399,18.2
26,9.716645,11.17
27,11.980139,13.38
28,15.195605,15.74
29,11.555494,10.8
30,10.078614,8.43
31,15.914763,15.27
32,14.992317,17.31
33,15.606535,13.6
34,16.40089,13.95
35,13.642823,9.71
36,17.43003,16.9
37,16.319023,14.412
38,13.412592,8.94
39,12.972509,8.2
40,13.108306,12.1
41,11.410408,10.79
