,predicted_value,ground_truth
0,71.35402,81.0
1,40.545254,45.0
2,50.430653,60.0
3,49.251976,50.0
4,35.562912,35.0
5,53.59061,60.0
6,75.77683,73.0
7,53.25693,56.0
8,73.17164,79.0
9,65.12028,64.0
10,36.52697,36.0
11,74.5883,68.0
12,79.52333,80.0
13,50.75309,54.0
14,43.963505,36.0
15,34.769085,48.0
16,38.381664,40.0
17,31.455605,28.0
18,60.22739,58.0
19,21.367458,25.0
20,34.77232,37.0
21,26.699669,24.0
22,51.905693,56.0
23,73.263,85.0
24,64.53156,70.0
25,40.347034,48.0
26,76.835655,79.0
27,52.7128,58.0
28,42.62841,41.0
29,72.23081,63.0
30,38.784737,40.0
31,77.5097,76.0
32,76.86274,79.0
33,77.49691,75.0
34,46.468174,44.0
35,43.042725,42.0
36,77.21824,81.0
37,47.993042,53.0
38,35.80479,29.0
39,65.99169,64.0
40,24.71614,18.0
41,31.358168,32.0
42,81.775505,84.0
43,66.92022,66.0
44,72.639946,68.0
45,48.96992,24.0
46,39.048985,40.0
47,44.442116,25.0
48,34.414116,27.0
49,80.20124,79.0
50,54.027683,51.0
51,84.12861,82.0
52,40.139835,44.0
53,60.605034,61.0
54,48.050674,34.0
55,74.409706,73.0
56,49.33467,55.0
57,74.227486,71.0
58,86.88746,70.0
59,75.99891,74.0
60,58.43337,53.0
61,77.04717,69.0
62,29.406475,33.0
63,77.04798,65.0
64,54.373936,49.0
65,48.498722,47.0
