,predicted_value,ground_truth
0,72.83334,72.0
1,21.200848,28.0
2,23.622904,25.0
3,50.132618,46.0
4,50.97764,55.0
5,56.965767,72.0
6,36.86191,33.0
7,76.92712,85.0
8,41.728344,37.0
9,50.508274,50.0
10,69.70594,70.0
11,61.702164,69.0
12,30.1504,31.0
13,51.126595,56.0
14,39.800552,48.0
15,73.58902,78.0
16,82.190285,80.0
17,73.405525,75.0
18,60.58783,65.0
19,75.391846,68.0
20,30.022038,40.0
21,43.70371,41.0
22,39.731773,45.0
23,41.661797,30.0
24,47.779724,51.0
25,77.642235,81.0
26,62.904625,58.0
27,49.13903,52.0
28,41.315845,54.0
29,25.262949,37.0
30,50.732445,54.0
31,73.14239,77.0
32,69.65185,64.0
33,59.07528,60.0
34,51.796173,62.0
35,52.30361,47.0
36,79.21549,79.0
37,29.562172,35.0
38,16.057743,19.0
39,30.935148,26.0
40,39.750065,31.0
41,69.07896,68.0
42,65.94372,69.0
43,28.146477,18.0
44,46.516724,34.0
45,62.508354,62.0
46,29.661354,35.0
47,82.014854,76.0
48,52.114246,52.0
49,68.82319,76.0
50,31.431252,36.0
51,77.37013,83.0
52,40.983803,40.0
53,59.558952,58.0
54,86.05984,86.0
55,26.0759,42.0
56,53.687004,39.0
57,64.97207,60.0
58,42.71735,47.0
59,45.42081,44.0
60,25.602514,23.0
61,62.39891,66.0
62,81.37171,79.0
63,71.41618,70.0
64,45.80941,61.0
65,23.338276,28.0
