,predicted_value,ground_truth
0,24.737211,25.0
1,75.43418,87.0
2,15.836787,23.0
3,60.977295,66.0
4,43.35925,38.0
5,83.12422,72.0
6,35.195004,35.0
7,31.869745,37.0
8,65.68349,79.0
9,51.29722,46.0
10,63.95538,64.0
11,47.092514,47.0
12,64.39614,64.0
13,45.853935,49.0
14,35.36164,51.0
15,84.15524,84.0
16,78.18658,71.0
17,48.81375,41.0
18,40.615067,44.0
19,82.417175,82.0
20,80.031204,77.0
21,82.304665,79.0
22,76.36313,83.0
23,59.921555,58.0
24,26.027533,25.0
25,72.455414,70.0
26,53.007523,47.0
27,28.04758,34.0
28,27.466663,25.0
29,64.17979,60.0
30,56.466927,65.0
31,46.526993,38.0
32,67.168045,71.0
33,47.42534,47.0
34,58.47698,54.0
35,66.216675,67.0
36,29.111307,29.0
37,49.49876,39.0
38,78.07878,73.0
39,50.339577,58.0
40,30.588545,31.0
41,76.179405,79.0
42,49.31955,55.0
43,66.691826,68.0
44,35.672195,18.0
45,52.39164,52.0
46,68.62701,61.0
47,55.41879,54.0
48,25.742123,31.0
49,39.429573,50.0
50,42.335297,32.0
51,70.68766,76.0
52,19.00164,26.0
53,26.480513,23.0
54,79.05183,75.0
55,60.85619,63.0
56,33.576992,42.0
57,58.3879,75.0
58,52.09843,56.0
59,51.470474,52.0
60,32.352062,37.0
61,46.09079,41.0
62,56.828407,61.0
63,63.34639,69.0
64,39.167698,44.0
65,83.14601,80.0
