,predicted_value,ground_truth
0,67.50626,72.0
1,16.283857,28.0
2,23.76797,25.0
3,40.518818,46.0
4,46.18845,55.0
5,67.85452,72.0
6,31.06898,33.0
7,68.368,85.0
8,40.13322,37.0
9,58.267918,50.0
10,77.614044,70.0
11,70.93319,69.0
12,26.524035,31.0
13,52.555637,56.0
14,37.47779,48.0
15,84.66838,78.0
16,83.30955,80.0
17,79.53569,75.0
18,69.0257,65.0
19,69.728325,68.0
20,38.03007,40.0
21,30.55331,41.0
22,45.49651,45.0
23,36.195896,30.0
24,47.008312,51.0
25,73.46619,81.0
26,62.687813,58.0
27,44.179134,52.0
28,34.70368,54.0
29,23.503857,37.0
30,53.273365,54.0
31,87.0381,77.0
32,66.91051,64.0
33,53.419147,60.0
34,70.46675,62.0
35,42.10014,47.0
36,77.58169,79.0
37,28.426085,35.0
38,16.65603,19.0
39,23.288837,26.0
40,40.35339,31.0
41,73.980225,68.0
42,74.341965,69.0
43,18.086487,18.0
44,26.240978,34.0
45,63.83009,62.0
46,28.961287,35.0
47,77.96099,76.0
48,45.562202,52.0
49,62.830555,76.0
50,32.929234,36.0
51,83.51882,83.0
52,35.12547,40.0
53,59.020382,58.0
54,86.62654,86.0
55,40.34432,42.0
56,41.97732,39.0
57,67.939835,60.0
58,51.080112,47.0
59,44.87562,44.0
60,22.885044,23.0
61,71.481964,66.0
62,87.900955,79.0
63,77.74559,70.0
64,56.89859,61.0
65,23.809877,28.0
