,predicted_value,ground_truth
0,54.26448,60.0
1,58.038948,56.0
2,25.281532,25.0
3,42.487797,30.0
4,41.333992,46.0
5,72.26284,79.0
6,68.38089,71.0
7,36.084927,33.0
8,50.915222,46.0
9,86.6957,85.0
10,51.73242,51.0
11,28.811596,35.0
12,51.298317,42.0
13,40.863277,37.0
14,28.967253,25.0
15,23.25592,26.0
16,65.13465,60.0
17,32.543335,25.0
18,42.332413,40.0
19,42.215088,50.0
20,81.37397,69.0
21,68.41928,67.0
22,81.873055,80.0
23,66.989525,72.0
24,56.493103,55.0
25,55.912388,57.0
26,83.59825,78.0
27,76.210106,81.0
28,79.80082,79.0
29,72.8959,71.0
30,67.18568,59.0
31,58.919815,63.0
32,79.38352,86.0
33,71.30053,73.0
34,78.472084,82.0
35,32.181316,39.0
36,76.01466,81.0
37,67.885284,65.0
38,40.067795,41.0
39,61.785812,56.0
40,69.46806,68.0
41,53.790672,52.0
42,17.58301,19.0
43,57.563896,64.0
44,51.894707,48.0
45,26.641085,23.0
46,58.27781,55.0
47,75.19268,76.0
48,42.22498,35.0
49,45.88411,48.0
50,66.937065,65.0
51,27.746433,20.0
52,76.5558,74.0
53,61.22318,58.0
54,47.34076,42.0
55,37.270992,36.0
56,34.10799,34.0
57,62.42457,63.0
58,78.494415,76.0
59,74.34094,71.0
60,41.12217,47.0
61,44.271057,39.0
62,39.52226,32.0
63,74.49531,78.0
64,50.688187,52.0
65,37.661617,44.0
