,predicted_value,ground_truth
0,20.853216,28.0
1,17.608807,24.9884
2,35.113026,44.1
3,9.695494,12.8
4,17.373426,16.66
5,8.764771,11.0
6,11.011463,9.23
7,18.839193,20.65
8,11.148368,10.37
9,11.964903,12.9391
10,9.221591,10.8
11,13.456971,17.2
12,11.341724,9.82
13,46.475117,42.5
14,23.488249,23.65
15,12.691219,10.92
16,14.608444,8.7721
17,36.178825,19.7
18,20.726547,17.2
19,9.391277,9.66
20,15.883207,15.92
21,14.596319,17.2
22,10.0694275,8.82
23,12.947008,29.9685
24,6.153206,8.01
25,18.978174,16.13
26,7.7500668,9.3149
27,12.751149,17.0
28,20.233562,15.6
29,11.255066,12.38
30,7.795376,8.43
31,6.0665016,13.583
32,15.325895,15.28
33,11.1162615,14.17
34,13.71651,14.3
35,23.185726,30.78
36,6.4938736,11.8816
37,9.753776,11.83
38,7.878333,7.19
39,29.708603,39.3949
40,19.079956,19.08
41,10.239763,13.95
42,9.942379,9.8
43,19.185268,20.8
44,14.334215,13.8
45,14.609375,11.56
46,27.738033,24.0
47,10.615548,14.66
48,31.220974,23.6
49,10.2139635,14.86
50,26.64073,18.7379
51,7.6210346,12.58
52,10.965167,12.81
53,20.076607,21.0
54,12.579093,12.23
55,18.405052,26.0
56,13.340677,13.18
57,20.694477,21.22
