,predicted_value,ground_truth
0,8.313449,12.15
1,9.5035715,14.0
2,11.829495,14.0
3,10.544964,16.57
4,17.889332,16.13
5,11.381355,11.92
6,5.9396505,12.9
7,6.248076,10.86
8,28.019344,12.77
9,11.499614,14.91
10,5.866671,12.4298
11,5.7689095,11.07
12,25.806416,22.1081
13,8.160913,11.2
14,10.544934,13.18
15,33.1074,11.91
16,8.478414,14.653
17,12.03977,12.81
18,50.90093,27.0
19,12.19702,8.42
20,35.928123,33.0
21,13.372571,15.0
22,17.41867,15.53
23,34.074245,23.6
24,15.970383,18.2177
25,10.031576,8.88
26,16.897064,12.5257
27,14.588551,18.0
28,24.473537,34.0534
29,45.28783,29.02
30,11.014074,10.4
31,16.722805,23.0
32,10.658836,9.73
33,27.06697,21.0
34,7.989189,8.86
35,13.276778,13.38
36,7.5222645,12.49
37,12.046616,10.18
38,32.339424,37.0
39,8.478794,10.69
40,7.0673485,16.8
41,23.331123,19.7591
42,9.21202,14.42
43,8.43437,9.3
44,15.506935,15.2
45,6.5606456,8.01
46,22.255718,24.9884
47,14.351082,8.83
48,9.624607,14.3
49,6.8607745,9.79
50,11.549322,16.3943
51,13.111181,20.8
52,8.7362,8.3203
53,8.38765,18.9
54,34.302113,30.08
55,13.586038,26.8
56,31.259201,17.9
57,17.742271,17.8
