,predicted_value,ground_truth
0,11.303856,12.81
1,14.89996,7.0
2,11.559884,14.36
3,10.826744,9.3
4,23.259209,20.02
5,12.129504,10.96
6,11.6492,12.15
7,13.874842,13.18
8,16.302855,16.88
9,9.378188,9.4
10,11.162865,13.78
11,12.726358,10.4
12,12.289956,14.3
13,18.477411,22.77
14,19.89323,19.08
15,18.353731,46.0
16,8.763313,8.3203
17,15.558918,14.91
18,11.081484,10.73
19,13.534533,20.08
20,23.736807,30.08
21,11.8764,17.79
22,13.059352,14.44
23,11.894445,11.66
24,10.940817,11.0
25,20.017956,15.3
26,11.639605,9.23
27,12.966221,21.22
28,13.208271,9.69
29,20.799011,15.2
30,22.138258,17.3
31,19.285526,21.0
32,14.145915,9.15
33,15.88937,16.88
34,24.791191,34.0534
35,12.361731,17.8
36,19.646858,27.0
37,12.934054,15.0
38,10.301162,10.19
39,18.168526,16.2
40,22.457027,25.34
41,17.917183,16.0986
42,14.539719,13.0
43,16.297188,13.92
44,15.691476,15.1
45,11.472186,11.6
46,12.714454,11.99
47,16.944033,30.78
48,10.827036,8.2656
49,28.597555,24.83
50,25.203747,19.7
51,16.865236,19.5
52,16.247637,13.28
53,17.839666,23.0
54,13.366729,22.76
55,13.760142,12.44
56,13.271454,12.4
57,24.678844,29.0
