,predicted_value,ground_truth
0,12.1103945,13.75
1,23.067041,15.3
2,19.948997,27.5975
3,9.0564995,9.2081
4,16.50585,17.2
5,12.617101,9.7201
6,11.225009,13.9
7,11.2764,11.07
8,12.473983,14.2
9,19.313648,15.42
10,12.222583,10.25
11,18.149206,16.13
12,18.373066,23.0
13,21.716568,22.48
14,17.545671,32.0
15,20.11877,20.04
16,19.85241,17.83
17,14.136042,15.1
18,9.093018,11.32
19,9.03914,8.3203
20,25.875702,20.33
21,9.982323,13.12
22,18.27398,14.25
23,31.749786,39.0
24,23.835304,18.1547
25,19.492508,12.76
26,9.918246,8.2656
27,14.405649,14.76
28,24.003052,30.08
29,12.897593,10.37
30,10.863071,10.76
31,15.837666,21.0
32,12.295078,14.653
33,12.564167,11.92
34,17.305738,16.55
35,18.502712,18.7379
36,11.669858,12.66
37,13.362656,12.4
38,15.481887,13.8097
39,14.238149,13.28
40,34.756016,27.0
41,16.188251,17.0
42,27.164732,39.2526
43,32.65337,23.0
44,8.99895,9.1068
45,13.379696,12.15
46,13.511951,15.8
47,13.550317,10.99
48,11.666318,9.23
49,14.976345,12.64
50,12.29675,12.2
51,12.237448,12.09
52,8.798082,8.2
53,10.730446,9.8
54,19.879452,22.0479
55,24.945,26.0
56,15.16038,14.8
57,7.7072134,9.5
