,predicted_value,ground_truth
0,21.751053,28.0
1,17.326387,24.9884
2,30.47476,44.1
3,10.656557,12.8
4,15.090549,16.66
5,11.4616585,11.0
6,7.509073,9.23
7,18.008654,20.65
8,11.786877,10.37
9,14.03966,12.9391
10,11.891148,10.8
11,15.87074,17.2
12,10.308413,9.82
13,42.058292,42.5
14,23.62015,23.65
15,8.87778,10.92
16,16.111242,8.7721
17,26.136967,19.7
18,20.32116,17.2
19,11.229213,9.66
20,13.905331,15.92
21,14.061588,17.2
22,9.069911,8.82
23,27.461637,29.9685
24,6.322342,8.01
25,23.71879,16.13
26,7.7617154,9.3149
27,14.921671,17.0
28,22.708633,15.6
29,10.397909,12.38
30,8.947538,8.43
31,9.197918,13.583
32,14.493933,15.28
33,14.304321,14.17
34,15.131821,14.3
35,15.831957,30.78
36,12.070623,11.8816
37,8.494467,11.83
38,9.478614,7.19
39,24.378355,39.3949
40,16.074245,19.08
41,13.518844,13.95
42,7.9921484,9.8
43,16.203943,20.8
44,10.631722,13.8
45,12.160372,11.56
46,27.334618,24.0
47,7.7792573,14.66
48,30.61247,23.6
49,10.74939,14.86
50,27.994072,18.7379
51,9.242957,12.58
52,10.51313,12.81
53,28.365606,21.0
54,9.028144,12.23
55,21.168825,26.0
56,9.925505,13.18
57,14.93158,21.22
