,predicted_value,ground_truth
0,10.754361,14.9
1,7.620386,12.36
2,15.651432,18.2
3,14.664095,16.6
4,15.159511,17.4
5,10.284261,12.49
6,13.803638,13.6
7,14.534185,8.94
8,7.133275,11.03
9,15.93047,15.91
10,8.217361,12.23
11,13.037559,16.57
12,19.4317,19.08
13,13.9251375,13.0
14,8.901776,8.86
15,19.280659,13.9
16,16.650011,14.0
17,21.704779,14.3
18,17.582811,16.0
19,8.411189,7.66
20,19.247208,19.7
21,6.081897,11.79
22,15.013538,9.69
23,19.929602,14.37
24,10.94743,12.92
25,17.729742,11.45
26,11.561745,15.1
27,10.604212,9.41
28,14.807272,11.95
29,15.093369,15.27
30,18.509415,14.91
31,9.670308,14.66
32,8.395582,13.6
33,8.414756,8.91
34,9.493557,10.84
35,19.63673,16.8
36,16.729387,18.2
37,10.14846,11.0
38,9.206419,10.0
39,9.522699,12.66
40,17.18592,10.29
41,16.204584,17.6
