,predicted_value,ground_truth
0,12.135894,11.83
1,15.142443,14.1
2,19.325924,9.15
3,10.347607,10.64
4,10.244278,14.42
5,12.294787,8.2
6,11.363459,11.6
7,11.782907,14.17
8,9.9885235,10.2218
9,18.300024,13.95
10,16.377516,15.6
11,18.929903,18.3
12,23.432064,18.1547
13,17.69496,18.9
14,14.293879,14.0
15,21.055004,12.44
16,11.562225,13.12
17,18.02764,10.9
18,12.522473,14.86
19,10.961697,8.52
20,13.851641,9.97
21,19.666853,19.8
22,10.770969,9.44
23,15.403885,17.8
24,16.694809,16.31
25,9.725064,14.42
26,10.654208,11.56
27,10.707667,12.25
28,12.482694,12.3477
29,16.284334,17.8
30,16.596306,13.25
31,13.903594,16.57
32,12.020722,10.82
33,17.467834,15.27
34,13.759618,12.77
35,10.916043,10.4
36,15.349791,16.0
37,10.861868,13.38
38,13.354469,9.73
39,10.85926,11.56
40,18.339937,16.8
41,9.211482,7.29
