,predicted_value,ground_truth
0,12.947441,17.79
1,12.53775,9.7201
2,16.791252,18.2
3,14.300927,14.37
4,12.8607435,17.0
5,12.846323,14.9432
6,10.753186,8.01
7,15.056688,16.3943
8,10.73352,13.583
9,11.362835,8.2656
10,13.8516,13.8
11,11.963894,16.05
12,12.375916,13.0
13,9.84437,11.8816
14,12.27919,10.96
15,11.574016,10.2
16,10.128158,9.2081
17,13.240339,15.35
18,12.428462,9.8
19,11.856414,8.9
20,14.118884,19.33
21,17.703238,17.2
22,13.742682,19.2
23,9.729609,10.4668
24,15.971735,18.1383
25,8.681789,10.83
26,12.003842,12.15
27,15.193267,15.04
28,15.5531025,14.38
29,12.779677,8.9363
30,13.48745,11.55
31,15.7442045,14.1
32,12.850588,16.0
33,10.500021,13.33
34,11.985162,9.9165
35,15.468496,12.9
36,9.922401,13.78
37,11.514279,11.56
38,10.1322,12.3477
39,16.064419,14.0
40,18.610928,15.6
41,11.683466,14.25
