,predicted_value,ground_truth
0,8.788758,9.3149
1,11.755199,9.71
2,13.14056,18.2
3,18.55064,11.91
4,14.639651,19.08
5,10.483536,7.66
6,17.53384,14.3
7,18.190641,16.104
8,10.095946,11.178
9,11.35703,12.08
10,9.268529,7.29
11,11.571879,10.19
12,12.704579,13.66
13,14.101511,13.8097
14,13.456952,9.9548
15,17.145824,15.6
16,13.986348,17.0
17,16.952646,16.88
18,11.828185,11.85
19,13.067563,14.42
20,14.150896,12.77
21,12.683026,10.4
22,10.229043,13.6
23,14.406186,18.2
24,11.047609,10.8
25,14.010344,15.74
26,14.779851,15.7
27,13.569575,14.0
28,8.884977,9.75
29,11.743068,16.05
30,8.664439,9.2081
31,18.422523,17.6
32,14.514966,10.82
33,18.603802,15.4
34,12.037765,10.64
35,11.960731,14.8
36,16.090353,19.66
37,12.545277,13.35
38,14.203275,13.18
39,11.745253,17.8
40,10.421238,8.43
41,15.278628,12.6
