,predicted_value,ground_truth
0,11.582721,11.83
1,14.889749,14.1
2,15.3555765,9.15
3,11.053747,10.64
4,13.803174,14.42
5,15.031274,8.2
6,12.029484,11.6
7,13.652745,14.17
8,12.585257,10.2218
9,12.786748,13.95
10,14.719012,15.6
11,15.096349,18.3
12,17.887465,18.1547
13,17.557913,18.9
14,15.134133,14.0
15,11.3150015,12.44
16,12.23142,13.12
17,15.630793,10.9
18,12.580493,14.86
19,11.022052,8.52
20,10.626595,9.97
21,17.570957,19.8
22,10.736414,9.44
23,11.120594,17.8
24,13.545883,16.31
25,13.021703,14.42
26,11.794542,11.56
27,13.494735,12.25
28,11.089141,12.3477
29,13.075319,17.8
30,11.764955,13.25
31,13.401544,16.57
32,12.287904,10.82
33,14.587175,15.27
34,13.631252,12.77
35,10.535792,10.4
36,15.127021,16.0
37,12.697495,13.38
38,12.465354,9.73
39,13.179568,11.56
40,14.268401,16.8
41,9.74524,7.29
