,predicted_value,ground_truth
0,58.91297,67.0
1,37.31311,50.0
2,64.27874,62.0
3,69.548195,74.0
4,71.46844,76.0
5,77.97517,86.0
6,82.749695,82.0
7,24.729727,30.0
8,59.465298,68.0
9,43.428955,44.0
10,38.33825,54.0
11,64.56997,73.0
12,73.862045,79.0
13,57.74412,60.0
14,40.483265,41.0
15,65.43309,69.0
16,64.42576,61.0
17,36.440956,28.0
18,67.51401,66.0
19,74.169365,80.0
20,69.594055,63.0
21,87.80873,79.0
22,36.15314,43.0
23,66.76913,74.0
24,75.20778,69.0
25,63.153763,56.0
26,68.038956,71.0
27,33.677715,32.0
28,54.082424,63.0
29,78.61713,77.0
30,71.65196,82.0
31,42.3526,39.0
32,46.19994,52.0
33,76.80176,83.0
34,79.8934,78.0
35,55.325665,44.0
36,33.777077,24.0
37,75.34341,78.0
38,60.336693,65.0
39,32.934242,51.0
40,53.54903,58.0
41,65.98796,72.0
42,71.39081,68.0
