,predicted_value,ground_truth
0,86.98445,83.0
1,66.17519,69.0
2,82.827805,83.0
3,83.532555,74.0
4,90.95932,80.0
5,40.11598,32.0
6,31.916334,28.0
7,62.87766,63.0
8,70.10082,81.0
9,73.21592,76.0
10,64.07216,58.0
11,80.80842,73.0
12,30.755686,37.0
13,69.5593,77.0
14,44.05617,45.0
15,88.28696,79.0
16,39.678898,46.0
17,60.976658,55.0
18,67.18352,67.0
19,63.606255,73.0
20,63.316055,59.0
21,87.60458,79.0
22,47.168,52.0
23,65.0926,54.0
24,66.863655,62.0
25,80.985596,86.0
26,77.09088,65.0
27,80.64068,78.0
28,47.18007,41.0
29,80.80645,68.0
30,38.634716,40.0
31,69.1676,66.0
32,50.002354,38.0
33,60.74411,49.0
34,90.16066,87.0
35,83.46476,70.0
36,81.91645,62.0
37,62.575455,51.0
38,75.753006,71.0
39,49.331646,35.0
40,83.90996,80.0
41,68.19565,64.0
42,16.4346,26.0
