,predicted_value,ground_truth
0,54.331467,44.0
1,72.67848,69.0
2,24.737999,37.0
3,72.14939,65.0
4,32.49733,45.0
5,26.764803,27.0
6,83.565605,80.0
7,70.5878,71.0
8,45.30382,42.0
9,40.240074,42.0
10,83.506676,84.0
11,71.31268,77.0
12,67.79512,66.0
13,72.44962,74.0
14,84.56773,84.0
15,31.470211,32.0
16,71.322334,73.0
17,68.78701,72.0
18,40.83298,37.0
19,76.92852,86.0
20,59.83323,58.0
21,55.67966,52.0
22,60.486526,56.0
23,78.59935,80.0
24,59.897717,64.0
25,73.42761,81.0
26,71.015396,71.0
27,76.80744,76.0
28,69.700874,79.0
29,61.405983,67.0
30,59.542755,64.0
31,51.638416,60.0
32,27.594841,19.0
33,30.841438,29.0
34,66.48863,68.0
35,50.401848,53.0
36,76.70918,87.0
37,39.28684,51.0
38,75.28268,78.0
39,55.944847,61.0
40,69.56855,70.0
41,64.47891,79.0
42,51.48458,49.0
