,predicted_value,ground_truth
0,47.71548,44.0
1,65.895065,69.0
2,28.935883,37.0
3,68.73443,65.0
4,36.1556,45.0
5,28.032843,27.0
6,83.18251,80.0
7,75.44604,71.0
8,46.31774,42.0
9,42.5812,42.0
10,75.00799,84.0
11,67.96617,77.0
12,77.774185,66.0
13,72.25741,74.0
14,84.89203,84.0
15,38.61556,32.0
16,55.817688,73.0
17,73.844925,72.0
18,39.2298,37.0
19,75.73357,86.0
20,59.131504,58.0
21,54.325054,52.0
22,51.355614,56.0
23,81.16934,80.0
24,56.485157,64.0
25,69.521515,81.0
26,78.646324,71.0
27,68.58987,76.0
28,77.74575,79.0
29,68.54971,67.0
30,61.45064,64.0
31,53.622585,60.0
32,17.83291,19.0
33,28.133682,29.0
34,57.635082,68.0
35,43.029716,53.0
36,72.12175,87.0
37,31.75781,51.0
38,79.78143,78.0
39,62.732662,61.0
40,56.779957,70.0
41,70.35262,79.0
42,42.02885,49.0
