,predicted_value,ground_truth
0,83.31014,83.0
1,65.69721,69.0
2,75.79272,83.0
3,77.22193,74.0
4,75.73132,80.0
5,41.02519,32.0
6,37.31447,28.0
7,63.601727,63.0
8,68.96212,81.0
9,68.67541,76.0
10,55.24609,58.0
11,74.04386,73.0
12,42.012062,37.0
13,65.32417,77.0
14,43.525276,45.0
15,83.20908,79.0
16,45.73245,46.0
17,54.82521,55.0
18,66.8544,67.0
19,71.32733,73.0
20,57.771454,59.0
21,80.40694,79.0
22,46.229202,52.0
23,53.50277,54.0
24,73.06659,62.0
25,77.494385,86.0
26,66.87832,65.0
27,80.60484,78.0
28,43.085464,41.0
29,74.620186,68.0
30,31.457363,40.0
31,67.49647,66.0
32,40.805534,38.0
33,57.79345,49.0
34,73.403145,87.0
35,77.937164,70.0
36,75.510796,62.0
37,60.281067,51.0
38,71.001175,71.0
39,32.232773,35.0
40,77.01748,80.0
41,63.75933,64.0
42,29.805496,26.0
