,predicted_value,ground_truth
0,13.297988,11.83
1,13.296659,14.1
2,13.303968,9.15
3,13.302157,10.64
4,13.298412,14.42
5,13.306309,8.2
6,13.30709,11.6
7,13.30353,14.17
8,13.307891,10.2218
9,13.313526,13.95
10,13.304155,15.6
11,13.296975,18.3
12,13.303286,18.1547
13,13.296057,18.9
14,13.287907,14.0
15,13.299211,12.44
16,13.283236,13.12
17,13.304235,10.9
18,13.307058,14.86
19,13.306622,8.52
20,13.303503,9.97
21,13.302038,19.8
22,13.307668,9.44
23,13.304392,17.8
24,13.298805,16.31
25,13.311155,14.42
26,13.30729,11.56
27,13.290202,12.25
28,13.293394,12.3477
29,13.301243,17.8
30,13.307674,13.25
31,13.311617,16.57
32,13.297818,10.82
33,13.304488,15.27
34,13.301232,12.77
35,13.308102,10.4
36,13.310173,16.0
37,13.302877,13.38
38,13.30736,9.73
39,13.300444,11.56
40,13.305807,16.8
41,13.300106,7.29
