,predicted_value,ground_truth
0,16.520884,19.83
1,12.379338,8.26
2,13.533957,10.83
3,12.39017,13.583
4,12.726894,10.8
5,14.242351,16.0
6,15.382136,19.5
7,16.243877,18.3
8,16.410254,12.2
9,10.4480505,13.85
10,11.745864,8.67
11,13.270991,9.4
12,13.9209,14.25
13,13.459753,10.64
14,15.924941,14.1
15,15.541809,17.2
16,13.852898,12.04
17,11.777721,9.5202
18,13.886985,13.0
19,14.722098,15.5
20,16.70233,11.56
21,12.645316,9.9165
22,15.289655,16.6
23,14.491568,14.88
24,9.723573,12.3477
25,15.389898,13.0
26,17.43894,13.92
27,14.299855,16.88
28,13.865412,11.2
29,13.464147,14.66
30,11.576069,12.76
31,14.008354,8.9747
32,15.50288,10.5
33,11.468764,17.3
34,14.063343,12.66
35,16.458431,15.284
36,14.716412,17.0705
37,16.07254,9.15
38,10.622281,8.82
39,17.114077,18.7
40,16.2699,11.92
41,16.294535,16.3943
