,predicted_value,ground_truth
0,8.143477,9.25
1,22.83729,12.75
2,12.659028,13.9
3,9.735485,13.41
4,12.239925,14.79
5,15.382129,11.32
6,17.230627,11.66
7,9.751606,13.33
8,7.2505884,11.03
9,19.02244,17.3
10,17.128345,10.4
11,15.268102,7.0
12,7.243655,9.97
13,18.299648,12.44
14,13.473895,12.77
15,18.165009,12.6
16,19.289574,18.0
17,8.559218,8.82
18,21.351393,15.3
19,17.910543,14.18
20,8.000336,9.4
21,14.097557,15.95
22,9.32383,12.07
23,9.690978,12.2
24,18.048773,18.7379
25,20.982063,11.92
26,20.404072,14.38
27,13.87162,10.79
28,22.072186,17.9
29,13.216137,16.88
30,10.123923,9.41
31,24.658949,17.4
32,21.090998,16.93
33,13.853793,10.29
34,8.526811,10.83
35,17.484694,15.6
36,15.405235,16.6
37,14.262261,13.72
38,5.71931,8.2464
39,19.189102,13.3
40,13.409659,14.0
41,21.749046,16.5
