,predicted_value,ground_truth
0,7.9250174,9.25
1,15.369581,12.75
2,16.822063,13.9
3,15.820529,13.41
4,11.69439,14.79
5,10.094852,11.32
6,12.8044815,11.66
7,12.628595,13.33
8,10.028625,11.03
9,17.698841,17.3
10,14.263858,10.4
11,14.171576,7.0
12,11.395502,9.97
13,14.621379,12.44
14,11.764712,12.77
15,16.61893,12.6
16,17.862154,18.0
17,10.232798,8.82
18,18.124573,15.3
19,15.473605,14.18
20,10.109848,9.4
21,16.80392,15.95
22,10.365304,12.07
23,14.078226,12.2
24,13.043347,18.7379
25,12.92623,11.92
26,14.002333,14.38
27,10.442505,10.79
28,18.971352,17.9
29,11.014464,16.88
30,14.74177,9.41
31,17.263496,17.4
32,17.877487,16.93
33,14.924227,10.29
34,9.605215,10.83
35,12.319401,15.6
36,14.285641,16.6
37,9.9559555,13.72
38,9.522596,8.2464
39,15.54912,13.3
40,10.03391,14.0
41,15.236839,16.5
