,predicted_value,ground_truth
0,15.197258,10.4
1,13.6493225,11.55
2,15.161605,10.18
3,18.966269,19.7
4,16.715809,14.36
5,8.417089,8.3203
6,21.376322,16.55
7,15.355388,16.03
8,13.618481,12.92
9,16.903717,10.79
10,13.732457,14.2
11,16.167034,17.36
12,8.588935,10.83
13,13.137705,14.412
14,12.707114,11.9
15,19.875761,15.74
16,15.646142,16.2
17,16.908487,16.88
18,7.890332,8.2656
19,11.756881,11.95
20,14.693783,18.2177
21,18.112782,18.9
22,16.238686,12.25
23,7.9047685,8.52
24,8.122755,9.44
25,10.938669,16.8
26,19.99982,14.8
27,12.0783415,9.3
28,19.162447,13.8
29,17.526213,13.77
30,13.548769,15.5
31,20.930542,13.28
32,10.912956,12.9
33,7.6745086,11.5
34,13.383797,14.0
35,11.269483,8.46
36,17.925365,13.6
37,11.476883,14.17
38,8.106658,12.3833
39,8.044562,12.38
40,10.431928,9.73
41,14.987004,17.2
