,predicted_value,ground_truth
0,7.844159,10.25
1,13.317661,18.0
2,14.703557,16.28
3,9.581658,12.3833
4,13.921459,10.84
5,18.05814,17.2
6,18.850931,15.91
7,13.735833,14.75
8,6.317664,11.0
9,13.990117,14.9
10,10.911801,8.75
11,10.706189,9.3
12,5.601834,8.2
13,14.708449,13.3
14,15.276208,15.75
15,13.147893,12.81
16,8.015413,12.3477
17,14.761747,17.0
18,15.5113125,11.8
19,15.494906,9.71
20,10.749367,14.66
21,21.341564,18.9
22,7.292829,14.0
23,11.365145,13.72
24,8.7595625,15.1
25,11.433539,13.22
26,12.174629,11.09
27,15.29231,9.73
28,6.4878693,12.1
29,14.7334795,16.05
30,8.8958235,8.2
31,10.878112,14.17
32,16.328499,15.6
33,15.210031,14.0
34,14.7892275,8.3313
35,17.8284,14.3
36,12.479489,9.9165
37,14.758586,12.25
38,14.16086,17.2
39,17.344091,17.83
40,18.541306,16.83
41,9.719732,9.2081
