,predicted_value,ground_truth
0,37.555904,41.0
1,42.46833,47.0
2,23.783485,26.0
3,41.009556,37.0
4,36.673073,43.0
5,69.16925,64.0
6,75.04898,83.0
7,70.2263,67.0
8,59.77855,51.0
9,74.36222,73.0
10,77.2104,75.0
11,85.60996,80.0
12,51.99509,49.0
13,81.33069,87.0
14,48.74984,45.0
15,67.86556,65.0
16,59.388535,52.0
17,57.370834,58.0
18,49.57903,37.0
19,24.857927,22.0
20,53.551025,60.0
21,37.606323,40.0
22,60.172173,56.0
23,75.57136,70.0
24,30.303713,35.0
25,59.54104,59.0
26,82.72389,76.0
27,58.861362,59.0
28,71.74183,69.0
29,31.338196,32.0
30,33.69805,31.0
31,78.61681,71.0
32,38.854588,37.0
33,79.93941,79.0
34,24.473257,34.0
35,78.8619,71.0
36,26.91199,28.0
37,29.093348,30.0
38,46.21805,45.0
39,24.598206,26.0
40,34.31044,31.0
41,73.88782,62.0
42,79.0458,87.0
43,16.597092,19.0
44,85.08874,83.0
45,28.87715,23.0
46,42.18332,44.0
47,72.97953,79.0
48,69.39483,68.0
49,45.42241,52.0
50,67.89683,83.0
51,75.685104,72.0
52,59.64322,65.0
53,56.442303,55.0
54,55.432922,58.0
55,45.22062,47.0
56,52.569828,55.0
57,34.702736,28.0
58,47.709698,47.0
59,34.626045,39.0
60,31.394438,39.0
61,58.47883,54.0
62,84.37362,76.0
63,84.65559,79.0
64,61.53692,63.0
65,82.57816,77.0
