,predicted_value,ground_truth
0,68.60857,69.0
1,53.93065,54.0
2,47.302185,37.0
3,63.495995,56.0
4,82.431496,85.0
5,48.05389,46.0
6,75.86494,68.0
7,65.82976,74.0
8,17.810417,18.0
9,67.38257,66.0
10,69.54998,79.0
11,69.97278,69.0
12,63.25197,60.0
13,24.734344,24.0
14,24.226418,26.0
15,56.02164,60.0
16,25.697092,24.0
17,44.81864,44.0
18,31.618498,25.0
19,71.28629,81.0
20,60.074642,67.0
21,53.98302,47.0
22,74.83663,71.0
23,42.147633,54.0
24,71.72503,73.0
25,58.226273,49.0
26,80.34177,80.0
27,42.10541,30.0
28,46.38207,41.0
29,81.16664,83.0
30,26.337889,25.0
31,37.049576,34.0
32,31.266703,32.0
33,74.11227,71.0
34,32.625427,28.0
35,79.71057,76.0
36,64.409805,61.0
37,68.56602,78.0
38,45.963326,39.0
39,82.39895,79.0
40,48.852737,42.0
41,33.918575,34.0
42,76.258194,74.0
43,37.100277,31.0
44,43.97464,37.0
45,56.185005,52.0
46,56.10077,62.0
47,37.516487,47.0
48,53.59573,51.0
49,78.01528,72.0
50,49.109695,48.0
51,81.17428,84.0
52,62.0305,63.0
53,74.80124,77.0
54,45.92582,46.0
55,57.088734,40.0
56,38.478893,38.0
57,47.530224,35.0
58,52.152115,51.0
59,78.74256,82.0
60,55.675682,56.0
61,69.06625,63.0
62,49.941494,53.0
63,50.869186,58.0
64,73.157364,66.0
65,58.92264,58.0
