,predicted_value,ground_truth
0,43.964863,51.0
1,42.173813,52.0
2,74.403046,80.0
3,42.25104,50.0
4,79.73945,81.0
5,35.474857,41.0
6,61.597336,71.0
7,47.94989,54.0
8,48.598858,48.0
9,73.9592,66.0
10,79.24155,73.0
11,76.63261,78.0
12,74.62543,87.0
13,63.130257,64.0
14,66.95279,64.0
15,36.9428,32.0
16,77.637146,72.0
17,24.06733,27.0
18,41.244717,46.0
19,47.01836,54.0
20,36.369606,39.0
21,75.55398,68.0
22,21.001657,28.0
23,28.445463,29.0
24,33.61532,34.0
25,69.05929,60.0
26,61.455032,68.0
27,58.22924,58.0
28,42.512943,41.0
29,39.795727,47.0
30,43.17785,55.0
31,81.91648,84.0
32,38.617653,45.0
33,19.529417,28.0
34,77.851776,70.0
35,32.448612,37.0
36,62.792946,52.0
37,50.04485,42.0
38,17.57328,24.0
39,38.734673,37.0
40,38.236847,27.0
41,22.40513,23.0
42,82.101814,79.0
43,66.07769,62.0
44,74.732864,71.0
45,62.0904,76.0
46,71.851555,74.0
47,33.37076,35.0
48,59.05031,60.0
49,71.935936,75.0
50,83.13232,78.0
51,39.3921,40.0
52,77.34037,83.0
53,47.555336,39.0
54,22.788816,24.0
55,66.8823,71.0
56,42.34342,48.0
57,60.049564,60.0
58,52.297653,56.0
59,80.255585,66.0
60,37.60016,46.0
61,73.8079,78.0
62,31.18307,50.0
63,35.184116,32.0
64,60.4001,57.0
65,41.97512,31.0
