,predicted_value,ground_truth
0,79.95664,81.0
1,39.76711,45.0
2,54.865814,60.0
3,44.70316,50.0
4,32.801334,35.0
5,61.69408,60.0
6,69.043686,73.0
7,53.196526,56.0
8,71.470314,79.0
9,63.409412,64.0
10,32.721516,36.0
11,68.108246,68.0
12,80.92037,80.0
13,48.511967,54.0
14,39.55819,36.0
15,43.210716,48.0
16,35.119793,40.0
17,26.108492,28.0
18,53.574944,58.0
19,23.133884,25.0
20,26.736483,37.0
21,20.769346,24.0
22,57.23086,56.0
23,83.733734,85.0
24,70.641464,70.0
25,50.008587,48.0
26,77.67306,79.0
27,59.583332,58.0
28,42.289112,41.0
29,63.91729,63.0
30,38.27177,40.0
31,79.38143,76.0
32,71.86435,79.0
33,69.75999,75.0
34,50.382565,44.0
35,39.19716,42.0
36,66.5502,81.0
37,38.549107,53.0
38,37.186764,29.0
39,56.29352,64.0
40,26.038572,18.0
41,36.155064,32.0
42,80.164925,84.0
43,61.274857,66.0
44,76.39415,68.0
45,30.00996,24.0
46,40.717228,40.0
47,35.882557,25.0
48,36.80191,27.0
49,81.50517,79.0
50,50.58618,51.0
51,77.182594,82.0
52,38.711384,44.0
53,62.666164,61.0
54,47.812237,34.0
55,68.085434,73.0
56,46.549957,55.0
57,77.6177,71.0
58,71.92064,70.0
59,80.16003,74.0
60,55.783123,53.0
61,62.27756,69.0
62,25.564682,33.0
63,68.27327,65.0
64,43.19627,49.0
65,44.314285,47.0
