,predicted_value,ground_truth
0,20.969358,15.82
1,12.047575,14.1
2,4.456172,10.86
3,34.88355,23.0
4,54.174583,30.0
5,23.984465,16.55
6,8.856243,17.3
7,8.680712,6.47
8,28.119614,23.1
9,5.3987217,8.2
10,6.136787,12.81
11,13.648695,15.35
12,7.282533,12.4
13,8.073839,11.178
14,11.248148,15.92
15,16.53547,13.8
16,47.998226,27.0
17,10.174803,14.25
18,8.499012,10.0
19,17.980467,20.65
20,7.9534774,11.55
21,12.700869,12.04
22,10.755447,14.8
23,14.446493,18.2
24,2.9691582,9.5202
25,6.4769225,9.41
26,8.533644,13.12
27,11.002533,10.82
28,14.362234,9.97
29,6.288371,12.8
30,18.697079,15.0253
31,10.834572,12.2
32,6.598013,9.23
33,22.445498,30.78
34,4.6928463,14.8
35,14.9766655,16.5
36,10.882349,17.8
37,30.901533,27.0
38,10.397564,9.66
39,9.795471,13.18
40,8.005674,10.4668
41,33.289265,22.0
42,12.5419235,14.0
43,7.74089,8.82
44,56.692314,44.2
45,5.2597184,9.2
46,43.138054,33.0
47,20.0473,18.59
48,28.312159,21.0
49,19.36019,14.37
50,35.77041,21.0
51,38.935165,28.0
52,4.1313953,11.81
53,30.05929,24.83
54,19.978798,17.36
55,11.557585,18.1383
56,54.75278,42.0
57,22.479424,22.77
