,predicted_value,ground_truth
0,8.173576,8.93
1,23.969376,20.34
2,9.64399,8.75
3,12.6258745,11.8
4,20.283854,21.0
5,40.23931,30.0
6,7.96133,9.3149
7,10.784418,10.53
8,19.565838,15.5
9,11.930665,14.8
10,39.95095,11.91
11,33.21801,18.8008
12,10.119271,9.69
13,8.109578,10.4
14,17.373737,20.56
15,11.482875,13.12
16,9.951351,8.9363
17,10.079306,12.83
18,12.116121,15.95
19,13.1686325,14.2
20,20.401157,18.2
21,19.461405,17.36
22,13.5274,18.9
23,28.364851,16.2
24,10.974838,13.46
25,8.886844,8.2
26,10.811198,7.19
27,17.995935,16.9
28,36.551407,24.0
29,11.709995,14.3
30,10.030082,12.23
31,10.7738695,11.6
32,11.616004,14.0
33,26.809141,27.0
34,19.774218,22.76
35,35.997993,34.1
36,13.163235,22.0479
37,11.934145,12.15
38,8.936607,10.64
39,16.708326,14.0
40,12.127361,12.33
41,6.964483,10.19
42,14.860266,32.0
43,9.68437,12.66
44,10.473322,11.0
45,13.589121,12.44
46,13.970091,12.77
47,20.7643,17.7
48,15.795855,25.66
49,31.369541,39.0
50,6.71412,8.3203
51,28.502033,23.1
52,11.910519,15.0253
53,22.61352,29.02
54,11.941715,14.66
55,20.009228,46.0
56,20.223473,17.0
57,30.75536,24.83
