,predicted_value,ground_truth
0,11.282577,12.81
1,14.851732,7.0
2,14.085334,14.36
3,14.953648,9.3
4,28.711304,20.02
5,13.616647,10.96
6,12.932847,12.15
7,13.050102,13.18
8,17.235315,16.88
9,11.227575,9.4
10,12.741573,13.78
11,12.96942,10.4
12,10.956801,14.3
13,20.217308,22.77
14,18.364666,19.08
15,28.117851,46.0
16,8.780848,8.3203
17,16.650023,14.91
18,10.4724,10.73
19,13.306222,20.08
20,21.047857,30.08
21,16.964832,17.79
22,14.144188,14.44
23,15.462937,11.66
24,10.906533,11.0
25,15.810183,15.3
26,9.080926,9.23
27,15.889465,21.22
28,12.819779,9.69
29,16.12533,15.2
30,21.154305,17.3
31,25.717846,21.0
32,15.1742525,9.15
33,14.579181,16.88
34,31.806725,34.0534
35,12.5538225,17.8
36,23.445162,27.0
37,11.499088,15.0
38,11.653302,10.19
39,24.238577,16.2
40,22.950033,25.34
41,16.024313,16.0986
42,12.2582,13.0
43,17.19404,13.92
44,13.558004,15.1
45,11.818748,11.6
46,12.834435,11.99
47,21.101606,30.78
48,10.403037,8.2656
49,23.677267,24.83
50,29.325994,19.7
51,17.81902,19.5
52,12.780993,13.28
53,17.797447,23.0
54,13.007995,22.76
55,13.5253935,12.44
56,14.647466,12.4
57,33.479668,29.0
