,predicted_value,ground_truth
0,13.201605,11.9
1,29.07758,44.2
2,31.848963,30.0
3,17.461105,19.16
4,17.574535,24.0
5,15.409927,17.6
6,22.5967,30.08
7,12.070137,16.88
8,15.722595,18.59
9,10.389434,9.31
10,17.583017,17.9
11,11.348781,12.33
12,16.647274,13.82
13,19.406517,26.0
14,11.881536,12.08
15,17.871557,19.83
16,20.024088,20.3
17,14.034071,10.79
18,11.430281,9.8
19,15.142837,13.6
20,12.988004,16.05
21,20.2097,8.83
22,19.938183,21.0979
23,17.735523,23.0
24,24.52779,20.34
25,14.164274,15.5
26,12.877914,8.2
27,12.063424,10.0
28,10.743936,11.178
29,13.767721,8.42
30,10.605439,10.2
31,14.37814,14.9432
32,9.926997,10.2218
33,11.669643,8.67
34,11.443245,8.2656
35,15.968763,13.0
36,15.234612,15.74
37,14.362222,14.8
38,10.459741,10.8
39,26.838776,27.0
40,12.992865,17.31
41,31.809654,25.0
42,12.507818,13.9
43,13.323317,13.75
44,32.2171,39.0
45,15.449755,14.36
46,15.439434,14.37
47,16.783386,22.77
48,12.385718,9.66
49,16.696806,14.41
50,12.42337,12.4298
51,16.000854,18.2806
52,14.456757,13.0
53,17.418009,28.0
54,11.348414,11.0
55,18.39801,16.83
56,15.864245,15.82
57,9.938371,10.73
