,predicted_value,ground_truth
0,15.533713,15.82
1,13.927027,14.1
2,11.754471,10.86
3,21.915655,23.0
4,31.120304,30.0
5,25.346102,16.55
6,14.788797,17.3
7,10.495416,6.47
8,27.192928,23.1
9,11.694844,8.2
10,11.206978,12.81
11,16.489567,15.35
12,12.023994,12.4
13,10.289757,11.178
14,13.320854,15.92
15,14.263734,13.8
16,31.992928,27.0
17,10.701341,14.25
18,12.042672,10.0
19,22.110756,20.65
20,14.223621,11.55
21,13.346477,12.04
22,12.6549225,14.8
23,11.372301,18.2
24,9.360209,9.5202
25,11.628872,9.41
26,12.693825,13.12
27,17.219938,10.82
28,12.92543,9.97
29,11.838041,12.8
30,18.854551,15.0253
31,12.296077,12.2
32,10.04833,9.23
33,28.581127,30.78
34,13.1536,14.8
35,12.201635,16.5
36,14.414811,17.8
37,25.08318,27.0
38,12.165915,9.66
39,13.467593,13.18
40,18.516216,10.4668
41,25.153063,22.0
42,14.141794,14.0
43,11.666977,8.82
44,31.719551,44.2
45,10.98741,9.2
46,23.652355,33.0
47,16.361126,18.59
48,25.949106,21.0
49,13.550728,14.37
50,19.729055,21.0
51,35.909504,28.0
52,9.067419,11.81
53,24.65602,24.83
54,19.834467,17.36
55,19.80914,18.1383
56,31.429127,42.0
57,22.78105,22.77
