,predicted_value,ground_truth
0,60.477978,49.0
1,51.763546,48.0
2,57.49537,47.0
3,69.33652,64.0
4,80.681786,85.0
5,80.96988,70.0
6,67.69129,69.0
7,69.62452,59.0
8,80.47847,75.0
9,58.025932,55.0
10,71.912125,75.0
11,37.731987,32.0
12,83.592926,76.0
13,42.82358,43.0
14,88.66477,80.0
15,67.71416,66.0
16,63.058846,62.0
17,27.35916,29.0
18,43.677425,46.0
19,55.823162,54.0
20,57.292385,58.0
21,47.891422,41.0
22,73.50757,79.0
23,55.7479,58.0
24,73.895874,77.0
25,24.240389,31.0
26,55.58427,52.0
27,53.39365,39.0
28,61.830112,67.0
29,51.143433,50.0
30,23.253784,22.0
31,18.378725,19.0
32,32.987602,35.0
33,83.671265,73.0
34,47.599087,46.0
35,71.410965,69.0
36,51.517357,48.0
37,23.561323,25.0
38,35.88251,31.0
39,86.57134,73.0
40,54.7623,52.0
41,86.42673,83.0
42,66.28498,55.0
43,49.688675,44.0
44,81.13522,79.0
45,63.785442,64.0
46,42.189907,42.0
47,32.676567,35.0
48,32.55801,20.0
49,70.567474,59.0
50,75.745575,68.0
51,48.047356,38.0
52,63.61492,66.0
53,65.76315,60.0
54,17.625269,26.0
55,27.681786,37.0
56,30.688517,27.0
57,78.99642,77.0
58,93.40546,85.0
59,33.984634,36.0
60,26.917788,28.0
61,77.414955,81.0
62,45.883926,38.0
63,50.83487,56.0
64,78.598206,70.0
65,52.83522,49.0
