,predicted_value,ground_truth
0,74.86562,81.0
1,35.516644,45.0
2,51.890633,60.0
3,39.622616,50.0
4,33.34431,35.0
5,57.2107,60.0
6,74.07327,73.0
7,52.985386,56.0
8,74.605484,79.0
9,68.82116,64.0
10,42.744843,36.0
11,70.017365,68.0
12,83.37209,80.0
13,39.734577,54.0
14,47.20902,36.0
15,39.700188,48.0
16,42.76934,40.0
17,27.13847,28.0
18,52.630157,58.0
19,25.271652,25.0
20,30.674381,37.0
21,20.340105,24.0
22,54.584682,56.0
23,81.54881,85.0
24,77.49852,70.0
25,45.5179,48.0
26,71.18364,79.0
27,63.85752,58.0
28,36.57923,41.0
29,74.40926,63.0
30,32.1122,40.0
31,81.28307,76.0
32,69.23945,79.0
33,78.237564,75.0
34,45.724167,44.0
35,40.96795,42.0
36,63.13316,81.0
37,51.291603,53.0
38,29.502798,29.0
39,67.13689,64.0
40,23.540642,18.0
41,26.75395,32.0
42,78.76951,84.0
43,60.465603,66.0
44,79.5507,68.0
45,42.41149,24.0
46,42.1481,40.0
47,37.3633,25.0
48,32.60365,27.0
49,78.45247,79.0
50,53.151966,51.0
51,79.313034,82.0
52,40.409042,44.0
53,54.941193,61.0
54,38.20055,34.0
55,65.405716,73.0
56,49.718754,55.0
57,71.9549,71.0
58,79.88783,70.0
59,78.64265,74.0
60,53.455425,53.0
61,66.1969,69.0
62,33.041084,33.0
63,66.81149,65.0
64,46.65163,49.0
65,44.428936,47.0
