,predicted_value,ground_truth
0,24.795017,25.0
1,90.76884,87.0
2,20.148565,23.0
3,65.38569,66.0
4,26.530807,38.0
5,80.83113,72.0
6,48.006268,35.0
7,24.500988,37.0
8,83.21155,79.0
9,50.852077,46.0
10,50.957054,64.0
11,43.918777,47.0
12,68.100426,64.0
13,44.383316,49.0
14,37.95371,51.0
15,80.43796,84.0
16,77.34959,71.0
17,42.434345,41.0
18,53.123695,44.0
19,92.147224,82.0
20,78.34954,77.0
21,70.05122,79.0
22,77.8439,83.0
23,62.778236,58.0
24,31.721966,25.0
25,80.739746,70.0
26,48.555634,47.0
27,21.764704,34.0
28,30.93713,25.0
29,57.14065,60.0
30,64.96283,65.0
31,36.022423,38.0
32,66.76376,71.0
33,33.07016,47.0
34,62.564514,54.0
35,64.85617,67.0
36,34.351566,29.0
37,40.455902,39.0
38,80.2573,73.0
39,59.72105,58.0
40,39.63438,31.0
41,76.629234,79.0
42,53.748093,55.0
43,71.31532,68.0
44,23.16532,18.0
45,51.11904,52.0
46,75.28122,61.0
47,50.676308,54.0
48,29.213215,31.0
49,40.913155,50.0
50,34.874523,32.0
51,77.237915,76.0
52,21.383652,26.0
53,24.959457,23.0
54,79.54236,75.0
55,57.373016,63.0
56,30.74036,42.0
57,66.14287,75.0
58,50.707367,56.0
59,54.99578,52.0
60,37.378128,37.0
61,34.232826,41.0
62,57.931225,61.0
63,66.85479,69.0
64,38.570446,44.0
65,79.55461,80.0
