,predicted_value,ground_truth
0,49.187542,51.0
1,42.4509,52.0
2,76.44201,80.0
3,46.459133,50.0
4,71.155594,81.0
5,32.717884,41.0
6,73.54398,71.0
7,48.747482,54.0
8,42.641144,48.0
9,67.200424,66.0
10,71.675476,73.0
11,78.51962,78.0
12,74.97316,87.0
13,60.362522,64.0
14,60.28625,64.0
15,31.012085,32.0
16,80.08214,72.0
17,26.544641,27.0
18,39.0926,46.0
19,56.05839,54.0
20,39.423492,39.0
21,62.228924,68.0
22,30.717972,28.0
23,36.338406,29.0
24,31.986038,34.0
25,67.25161,60.0
26,64.700966,68.0
27,57.24165,58.0
28,39.094822,41.0
29,52.533443,47.0
30,56.396545,55.0
31,86.436295,84.0
32,45.268345,45.0
33,28.072649,28.0
34,79.57051,70.0
35,32.609707,37.0
36,50.940838,52.0
37,46.722885,42.0
38,27.774729,24.0
39,40.815266,37.0
40,23.925785,27.0
41,22.93668,23.0
42,84.866356,79.0
43,57.193207,62.0
44,72.06289,71.0
45,61.061005,76.0
46,75.722435,74.0
47,36.38413,35.0
48,64.25573,60.0
49,72.90849,75.0
50,83.21071,78.0
51,44.392597,40.0
52,83.96014,83.0
53,57.927227,39.0
54,21.659397,24.0
55,72.4826,71.0
56,47.95489,48.0
57,55.17927,60.0
58,50.596527,56.0
59,72.0659,66.0
60,39.81576,46.0
61,72.304726,78.0
62,47.599705,50.0
63,36.317024,32.0
64,66.99731,57.0
65,38.476513,31.0
