,predicted_value,ground_truth
0,25.14574,28.0
1,83.46229,62.0
2,51.10122,42.0
3,50.360607,39.0
4,65.08652,66.0
5,81.82662,73.0
6,60.049313,67.0
7,25.177837,25.0
8,57.920765,52.0
9,86.02779,73.0
10,77.07076,75.0
11,85.68113,84.0
12,46.709686,44.0
13,78.87707,77.0
14,42.52428,47.0
15,54.40054,61.0
16,69.175156,56.0
17,62.67211,60.0
18,48.35549,42.0
19,63.131966,75.0
20,76.818596,78.0
21,66.03881,67.0
22,48.330948,32.0
23,37.392357,38.0
24,35.525467,30.0
25,68.81691,63.0
26,36.87536,34.0
27,72.40432,71.0
28,52.320564,49.0
29,38.121048,28.0
30,62.716385,66.0
31,49.30702,46.0
32,79.25506,79.0
33,69.63863,69.0
34,59.91131,57.0
35,88.88767,85.0
36,49.15355,54.0
37,56.89898,57.0
38,75.562325,76.0
39,78.4934,80.0
40,66.74531,69.0
41,45.555523,36.0
42,22.956913,18.0
43,66.886185,62.0
44,75.586365,82.0
45,52.4732,45.0
46,81.7705,82.0
47,27.175945,34.0
48,48.003845,55.0
49,83.927155,83.0
50,54.92215,47.0
51,40.883995,31.0
52,36.60139,37.0
53,82.80891,79.0
54,21.025597,20.0
55,33.28871,35.0
56,61.40257,52.0
57,27.408276,28.0
58,45.89201,56.0
59,70.29038,61.0
60,72.916756,71.0
61,43.62756,38.0
62,41.2833,47.0
63,42.371273,50.0
64,47.700836,49.0
65,33.060986,18.0
