,predicted_value,ground_truth
0,63.60412,69.0
1,54.411377,54.0
2,45.173286,37.0
3,59.232178,56.0
4,85.50033,85.0
5,42.32074,46.0
6,73.13204,68.0
7,69.59271,74.0
8,18.612907,18.0
9,58.52318,66.0
10,76.22346,79.0
11,69.20185,69.0
12,65.85778,60.0
13,18.640017,24.0
14,23.176825,26.0
15,54.649994,60.0
16,25.818787,24.0
17,46.947624,44.0
18,27.24471,25.0
19,67.942,81.0
20,64.19908,67.0
21,48.71616,47.0
22,72.27847,71.0
23,53.36784,54.0
24,72.60337,73.0
25,54.63968,49.0
26,74.725845,80.0
27,25.316393,30.0
28,47.87761,41.0
29,82.4187,83.0
30,26.024452,25.0
31,38.925766,34.0
32,24.927,32.0
33,72.823044,71.0
34,22.495298,28.0
35,81.10069,76.0
36,70.311844,61.0
37,80.096405,78.0
38,44.745564,39.0
39,82.563255,79.0
40,45.307053,42.0
41,32.09453,34.0
42,77.993996,74.0
43,35.67546,31.0
44,42.795273,37.0
45,47.097034,52.0
46,62.53187,62.0
47,45.909134,47.0
48,53.779465,51.0
49,77.55384,72.0
50,50.42231,48.0
51,75.551315,84.0
52,46.208958,63.0
53,79.13389,77.0
54,45.380344,46.0
55,51.42181,40.0
56,44.421318,38.0
57,43.490257,35.0
58,50.629196,51.0
59,81.67056,82.0
60,49.93045,56.0
61,68.071434,63.0
62,40.05974,53.0
63,53.250587,58.0
64,66.69484,66.0
65,52.816284,58.0
