,predicted_value,ground_truth
0,83.385185,83.0
1,44.931416,47.0
2,30.70551,28.0
3,52.952404,61.0
4,75.91133,72.0
5,48.197987,56.0
6,78.53257,73.0
7,28.049805,28.0
8,75.86532,74.0
9,61.597637,64.0
10,50.23063,58.0
11,43.275696,45.0
12,75.48024,69.0
13,41.95927,37.0
14,48.99427,52.0
15,70.41272,48.0
16,33.763287,34.0
17,65.9391,71.0
18,74.494316,75.0
19,80.26982,77.0
20,31.41608,34.0
21,51.557575,48.0
22,82.29631,80.0
23,23.9379,23.0
24,37.643223,42.0
25,52.64468,56.0
26,52.752247,58.0
27,80.01196,70.0
28,52.1189,49.0
29,72.15721,78.0
30,37.72751,37.0
31,80.59461,65.0
32,23.34695,27.0
33,42.235462,54.0
34,55.040634,46.0
35,71.73273,61.0
36,78.25095,85.0
37,77.764404,83.0
38,35.138203,31.0
39,41.29819,53.0
40,66.51941,62.0
41,81.51822,68.0
42,75.97826,79.0
43,59.941185,60.0
44,29.348494,26.0
45,54.835663,43.0
46,42.939953,41.0
47,74.506775,68.0
48,78.10832,83.0
49,33.758068,34.0
50,67.31702,69.0
51,64.98773,62.0
52,75.4452,76.0
53,49.95762,40.0
54,79.91719,79.0
55,73.99097,66.0
56,22.838991,29.0
57,44.53019,44.0
58,41.332535,54.0
59,28.225935,23.0
60,76.391205,85.0
61,48.667202,39.0
62,52.054558,40.0
63,56.692905,51.0
64,42.80736,18.0
65,34.60785,31.0
