,predicted_value,ground_truth
0,27.146986,28.0
1,76.152855,62.0
2,51.985622,42.0
3,40.557922,39.0
4,62.9946,66.0
5,77.88777,73.0
6,70.87165,67.0
7,20.793945,25.0
8,48.554977,52.0
9,83.221054,73.0
10,80.49692,75.0
11,86.54641,84.0
12,49.103542,44.0
13,78.33592,77.0
14,36.893013,47.0
15,70.48007,61.0
16,62.156155,56.0
17,60.948368,60.0
18,48.77892,42.0
19,66.97128,75.0
20,81.70501,78.0
21,60.733326,67.0
22,40.991886,32.0
23,34.798393,38.0
24,30.108036,30.0
25,72.280174,63.0
26,38.473408,34.0
27,84.608086,71.0
28,54.240383,49.0
29,31.177912,28.0
30,64.3264,66.0
31,46.46092,46.0
32,80.702065,79.0
33,71.218575,69.0
34,46.559155,57.0
35,82.24012,85.0
36,45.16919,54.0
37,58.846287,57.0
38,73.16555,76.0
39,82.28234,80.0
40,67.33724,69.0
41,32.03285,36.0
42,20.865084,18.0
43,70.89702,62.0
44,90.08178,82.0
45,46.245396,45.0
46,88.06366,82.0
47,20.661531,34.0
48,47.277668,55.0
49,88.83448,83.0
50,50.776096,47.0
51,35.94358,31.0
52,28.26637,37.0
53,79.62553,79.0
54,24.257566,20.0
55,27.92932,35.0
56,41.709934,52.0
57,25.980078,28.0
58,54.864735,56.0
59,76.11852,61.0
60,70.48887,71.0
61,34.94757,38.0
62,41.716427,47.0
63,41.95534,50.0
64,51.152134,49.0
65,25.737747,18.0
