,predicted_value,ground_truth
0,49.869537,55.0
1,87.54364,70.0
2,69.23723,83.0
3,39.140297,54.0
4,89.73301,86.0
5,68.4999,62.0
6,51.483673,49.0
7,80.92763,80.0
8,85.0424,78.0
9,84.72391,79.0
10,68.90202,72.0
11,92.75699,76.0
12,77.126114,68.0
13,70.02068,64.0
14,76.57513,81.0
15,32.91237,32.0
16,43.080616,41.0
17,58.184483,39.0
18,95.59748,80.0
19,70.8164,60.0
20,60.548805,67.0
21,76.96097,64.0
22,70.57439,67.0
23,72.408455,65.0
24,50.535416,43.0
25,18.147892,70.0
26,58.706676,60.0
27,77.69788,73.0
28,33.48424,37.0
29,70.57095,68.0
30,30.289806,22.0
31,23.987747,20.0
32,48.161575,52.0
33,85.46375,78.0
34,29.652634,32.0
35,76.04764,71.0
36,79.20981,79.0
37,80.53804,75.0
38,42.27506,44.0
39,78.83477,84.0
40,59.862034,51.0
41,38.900978,45.0
42,87.259285,76.0
