,predicted_value,ground_truth
0,57.50492,47.0
1,77.13991,81.0
2,75.350174,77.0
3,60.761948,62.0
4,50.032375,48.0
5,76.755775,80.0
6,68.40554,77.0
7,60.442806,69.0
8,48.977974,49.0
9,85.89739,71.0
10,44.262344,32.0
11,43.864986,37.0
12,29.887423,26.0
13,58.08805,63.0
14,83.762566,74.0
15,68.43166,62.0
16,54.026665,57.0
17,70.94543,79.0
18,61.319202,52.0
19,51.419167,42.0
20,66.90122,71.0
21,77.04357,83.0
22,69.64202,66.0
23,68.52942,65.0
24,56.142677,72.0
25,66.35705,64.0
26,63.863083,53.0
27,45.804688,43.0
28,88.08698,85.0
29,77.547325,78.0
30,38.432365,27.0
31,72.92428,70.0
32,73.34219,73.0
33,64.52636,66.0
34,37.7299,33.0
35,81.83202,68.0
36,78.284134,84.0
37,54.837234,57.0
38,83.61265,80.0
39,83.34662,79.0
40,27.713398,37.0
41,50.324234,44.0
42,61.987617,55.0
