,predicted_value,ground_truth
0,64.18071,59.0
1,68.4936,69.0
2,34.688736,33.0
3,47.94034,44.0
4,73.06564,71.0
5,30.972525,26.0
6,58.599472,56.0
7,71.67954,71.0
8,41.676113,41.0
9,72.36635,68.0
10,71.089485,74.0
11,78.59662,83.0
12,86.86882,83.0
13,72.74666,79.0
14,66.14007,69.0
15,56.788437,62.0
16,62.131786,65.0
17,46.77568,50.0
18,77.43488,72.0
19,37.63922,35.0
20,36.5427,41.0
21,79.99955,87.0
22,36.25601,37.0
23,93.69302,80.0
24,84.10811,78.0
25,67.54298,72.0
26,48.945244,52.0
27,61.31304,59.0
28,56.540237,63.0
29,85.72599,82.0
30,61.595596,67.0
31,73.149414,76.0
32,53.067307,48.0
33,65.824524,74.0
34,58.69445,64.0
35,77.34468,85.0
36,51.12786,46.0
37,79.56682,76.0
38,62.804405,67.0
39,43.047386,39.0
40,47.721733,53.0
41,81.08276,79.0
42,30.232296,24.0
